;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 03/27/2016 12:12:05
;----------------------------------------------

;Address Opcode 	ASM
0x04F5	0x0872      	MOVF       R2, 0
0x04F6	0x0084      	MOVWF      FSR
0x04F7	0x0870      	MOVF       R0, 0
0x04F8	0x0080      	MOVWF      INDF
;rtc.c,80 :: 		outtext[1] = weekday[week_day][1];
0x04F9	0x0A5E      	INCF       FARG_DateToString_outtext, 0
0x04FA	0x00F2      	MOVWF      R2
0x04FB	0x085A      	MOVF       FARG_DateToString_week_day, 0
0x04FC	0x00F0      	MOVWF      R0
0x04FD	0x0DF0      	RLF        R0, 1
0x04FE	0x1070      	BCF        R0, 0
0x04FF	0x0870      	MOVF       R0, 0
0x0500	0x3E33      	ADDLW      _weekday
0x0501	0x0084      	MOVWF      FSR
0x0502	0x0800      	MOVF       INDF, 0
0x0503	0x3E01      	ADDLW      1
0x0504	0x00F0      	MOVWF      R0
0x0505	0x3000      	MOVLW      0
0x0506	0x1803      	BTFSC      STATUS, 0
0x0507	0x3E01      	ADDLW      1
0x0508	0x0A84      	INCF       FSR, 1
0x0509	0x0700      	ADDWF      INDF, 0
0x050A	0x00F1      	MOVWF      R0+1
0x050B	0x0870      	MOVF       R0, 0
0x050C	0x00BB      	MOVWF      ___DoICPAddr
0x050D	0x0871      	MOVF       R0+1, 0
0x050E	0x00BC      	MOVWF      ___DoICPAddr+1
0x050F	0x226F      	CALL       _____DoICP
0x0510	0x118A      	BCF        PCLATH, 3
0x0511	0x120A      	BCF        PCLATH, 4
0x0512	0x00F0      	MOVWF      R0
0x0513	0x0872      	MOVF       R2, 0
0x0514	0x0084      	MOVWF      FSR
0x0515	0x0870      	MOVF       R0, 0
0x0516	0x0080      	MOVWF      INDF
;rtc.c,81 :: 		outtext[0] = weekday[week_day][0];
0x0517	0x085A      	MOVF       FARG_DateToString_week_day, 0
0x0518	0x00F0      	MOVWF      R0
0x0519	0x0DF0      	RLF        R0, 1
0x051A	0x1070      	BCF        R0, 0
0x051B	0x0870      	MOVF       R0, 0
0x051C	0x3E33      	ADDLW      _weekday
0x051D	0x0084      	MOVWF      FSR
0x051E	0x0800      	MOVF       INDF, 0
0x051F	0x00F0      	MOVWF      R0
0x0520	0x0A84      	INCF       FSR, 1
0x0521	0x0800      	MOVF       INDF, 0
0x0522	0x00F1      	MOVWF      R0+1
0x0523	0x0870      	MOVF       R0, 0
0x0524	0x00BB      	MOVWF      ___DoICPAddr
0x0525	0x0871      	MOVF       R0+1, 0
0x0526	0x00BC      	MOVWF      ___DoICPAddr+1
0x0527	0x226F      	CALL       _____DoICP
0x0528	0x118A      	BCF        PCLATH, 3
0x0529	0x120A      	BCF        PCLATH, 4
0x052A	0x00F0      	MOVWF      R0
0x052B	0x085E      	MOVF       FARG_DateToString_outtext, 0
0x052C	0x0084      	MOVWF      FSR
0x052D	0x0870      	MOVF       R0, 0
0x052E	0x0080      	MOVWF      INDF
;rtc.c,82 :: 		}
L_end_DateToString:
0x052F	0x0008      	RETURN
; end of _DateToString
_Relay_ChangeState:
;relay.c,26 :: 		void Relay_ChangeState(unsigned char on_off, unsigned char relay_id)
;relay.c,28 :: 		switch(relay_id)
0x0530	0x2D56      	GOTO       L_Relay_ChangeState0
;relay.c,30 :: 		case 0:
L_Relay_ChangeState2:
;relay.c,31 :: 		RELAY_1 = on_off;
0x0531	0x1683      	BSF        STATUS, 5
0x0532	0x1303      	BCF        STATUS, 6
0x0533	0x185A      	BTFSC      FARG_Relay_ChangeState_on_off, 0
0x0534	0x2D38      	GOTO       L__Relay_ChangeState8
0x0535	0x1283      	BCF        STATUS, 5
0x0536	0x1007      	BCF        PORTC, 0
0x0537	0x2D3A      	GOTO       L__Relay_ChangeState9
L__Relay_ChangeState8:
0x0538	0x1283      	BCF        STATUS, 5
0x0539	0x1407      	BSF        PORTC, 0
L__Relay_ChangeState9:
;relay.c,32 :: 		break;
0x053A	0x2D68      	GOTO       L_Relay_ChangeState1
;relay.c,33 :: 		case 1:
L_Relay_ChangeState3:
;relay.c,34 :: 		RELAY_2 = on_off;
0x053B	0x1683      	BSF        STATUS, 5
0x053C	0x185A      	BTFSC      FARG_Relay_ChangeState_on_off, 0
0x053D	0x2D41      	GOTO       L__Relay_ChangeState10
0x053E	0x1283      	BCF        STATUS, 5
0x053F	0x1087      	BCF        PORTC, 1
0x0540	0x2D43      	GOTO       L__Relay_ChangeState11
L__Relay_ChangeState10:
0x0541	0x1283      	BCF        STATUS, 5
0x0542	0x1487      	BSF        PORTC, 1
L__Relay_ChangeState11:
;relay.c,35 :: 		break;
0x0543	0x2D68      	GOTO       L_Relay_ChangeState1
;relay.c,36 :: 		case 2:
L_Relay_ChangeState4:
;relay.c,37 :: 		RELAY_3 = on_off;
0x0544	0x1683      	BSF        STATUS, 5
0x0545	0x185A      	BTFSC      FARG_Relay_ChangeState_on_off, 0
0x0546	0x2D4A      	GOTO       L__Relay_ChangeState12
0x0547	0x1283      	BCF        STATUS, 5
0x0548	0x1107      	BCF        PORTC, 2
0x0549	0x2D4C      	GOTO       L__Relay_ChangeState13
L__Relay_ChangeState12:
0x054A	0x1283      	BCF        STATUS, 5
0x054B	0x1507      	BSF        PORTC, 2
L__Relay_ChangeState13:
;relay.c,38 :: 		break;
0x054C	0x2D68      	GOTO       L_Relay_ChangeState1
;relay.c,39 :: 		case 3:
L_Relay_ChangeState5:
;relay.c,40 :: 		RELAY_4 = on_off;
0x054D	0x1683      	BSF        STATUS, 5
0x054E	0x185A      	BTFSC      FARG_Relay_ChangeState_on_off, 0
0x054F	0x2D53      	GOTO       L__Relay_ChangeState14
0x0550	0x1283      	BCF        STATUS, 5
0x0551	0x1008      	BCF        PORTD, 0
0x0552	0x2D55      	GOTO       L__Relay_ChangeState15
L__Relay_ChangeState14:
0x0553	0x1283      	BCF        STATUS, 5
0x0554	0x1408      	BSF        PORTD, 0
L__Relay_ChangeState15:
;relay.c,41 :: 		break;
0x0555	0x2D68      	GOTO       L_Relay_ChangeState1
;relay.c,42 :: 		}
L_Relay_ChangeState0:
0x0556	0x1683      	BSF        STATUS, 5
0x0557	0x1303      	BCF        STATUS, 6
0x0558	0x085B      	MOVF       FARG_Relay_ChangeState_relay_id, 0
0x0559	0x3A00      	XORLW      0
0x055A	0x1903      	BTFSC      STATUS, 2
0x055B	0x2D31      	GOTO       L_Relay_ChangeState2
0x055C	0x085B      	MOVF       FARG_Relay_ChangeState_relay_id, 0
0x055D	0x3A01      	XORLW      1
0x055E	0x1903      	BTFSC      STATUS, 2
0x055F	0x2D3B      	GOTO       L_Relay_ChangeState3
0x0560	0x085B      	MOVF       FARG_Relay_ChangeState_relay_id, 0
0x0561	0x3A02      	XORLW      2
0x0562	0x1903      	BTFSC      STATUS, 2
0x0563	0x2D44      	GOTO       L_Relay_ChangeState4
0x0564	0x085B      	MOVF       FARG_Relay_ChangeState_relay_id, 0
0x0565	0x3A03      	XORLW      3
0x0566	0x1903      	BTFSC      STATUS, 2
0x0567	0x2D4D      	GOTO       L_Relay_ChangeState5
L_Relay_ChangeState1:
;relay.c,43 :: 		}
L_end_Relay_ChangeState:
0x0568	0x0008      	RETURN
; end of _Relay_ChangeState
_UART1_Init:
;__Lib_UART_c67.c,2 :: 		
;__Lib_UART_c67.c,5 :: 		
0x0569	0x1683      	BSF        STATUS, 5
0x056A	0x1303      	BCF        STATUS, 6
0x056B	0x1698      	BSF        TXSTA, 5
;__Lib_UART_c67.c,6 :: 		
0x056C	0x3090      	MOVLW      144
0x056D	0x1283      	BCF        STATUS, 5
0x056E	0x0098      	MOVWF      RCSTA
;__Lib_UART_c67.c,7 :: 		
0x056F	0x1683      	BSF        STATUS, 5
0x0570	0x1787      	BSF        TRISC7_bit, BitPos(TRISC7_bit+0)
;__Lib_UART_c67.c,8 :: 		
0x0571	0x1307      	BCF        TRISC6_bit, BitPos(TRISC6_bit+0)
;__Lib_UART_c67.c,10 :: 		
L_UART1_Init0:
0x0572	0x1283      	BCF        STATUS, 5
0x0573	0x1E8C      	BTFSS      PIR1, 5
0x0574	0x2D78      	GOTO       L_UART1_Init1
;__Lib_UART_c67.c,11 :: 		
0x0575	0x081A      	MOVF       RCREG, 0
0x0576	0x00F0      	MOVWF      R0
0x0577	0x2D72      	GOTO       L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,12 :: 		
L_end_UART1_Init:
0x0578	0x0008      	RETURN
; end of _UART1_Init
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0579	0x1683      	BSF        STATUS, 5
0x057A	0x1303      	BCF        STATUS, 6
0x057B	0x1188      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x057C	0x1088      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x057D	0x1208      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x057E	0x1288      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x057F	0x1308      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0580	0x1388      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x0581	0x1283      	BCF        STATUS, 5
0x0582	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x0583	0x1088      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x0584	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x0585	0x1308      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x0586	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0587	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0588	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x0589	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x058A	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x058B	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x058C	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x058D	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x058E	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x058F	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0590	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x0591	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x0592	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x0593	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x0594	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x0595	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x0596	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x0597	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0598	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0599	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x059A	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x059B	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x059C	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x059D	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x059E	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x059F	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x05A0	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x05A1	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x05A2	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x05A3	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x05A4	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x05A5	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x05A6	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x05A7	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x05A8	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x05A9	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x05AA	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x05AB	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x05AC	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x05AD	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x05AE	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x05AF	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x05B0	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x05B1	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x05B2	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x05B3	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x05B4	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x05B5	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x05B6	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x05B7	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x05B8	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x05B9	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x05BA	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x05BB	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x05BC	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x05BD	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x05BE	0x1708      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x05BF	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x05C0	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x05C1	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x05C2	0x2089      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x05C3	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x05C4	0x2075      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x05C5	0x1457      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x05C6	0x0008      	RETURN
; end of _Lcd_Init
__OS_InitDelay:
;osa_pic16_mikroc.c,500 :: 		
;osa_pic16_mikroc.c,503 :: 		
0x05C7	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
;osa_pic16_mikroc.c,504 :: 		
0x05C8	0x1280      	BCF        INDF, 5
;osa_pic16_mikroc.c,505 :: 		
0x05C9	0x1200      	BCF        INDF, 4
;osa_pic16_mikroc.c,507 :: 		
0x05CA	0x085A      	MOVF       FARG__OS_InitDelay_Delay, 0
0x05CB	0x045B      	IORWF      FARG__OS_InitDelay_Delay+1, 0
0x05CC	0x1903      	BTFSC      STATUS, 2
0x05CD	0x2DE7      	GOTO       L__OS_InitDelay14
;osa_pic16_mikroc.c,510 :: 		
0x05CE	0x30FF      	MOVLW      255
0x05CF	0x06DA      	XORWF      FARG__OS_InitDelay_Delay, 1
0x05D0	0x30FF      	MOVLW      255
0x05D1	0x06DB      	XORWF      FARG__OS_InitDelay_Delay+1, 1
;osa_pic16_mikroc.c,511 :: 		
0x05D2	0x0ADA      	INCF       FARG__OS_InitDelay_Delay, 1
0x05D3	0x1903      	BTFSC      STATUS, 2
0x05D4	0x0ADB      	INCF       FARG__OS_InitDelay_Delay+1, 1
;osa_pic16_mikroc.c,513 :: 		
0x05D5	0x3000      	MOVLW      hi_addr(__OS_Tasks)
0x05D6	0x3800      	IORLW      0
0x05D7	0x1383      	BCF        STATUS, 7
0x05D8	0x1D03      	BTFSS      STATUS, 2
0x05D9	0x1783      	BSF        STATUS, 7
;osa_pic16_mikroc.c,514 :: 		
0x05DA	0x0820      	MOVF       __OS_CurTask, 0
0x05DB	0x00F0      	MOVWF      R0
0x05DC	0x3003      	MOVLW      3
0x05DD	0x0770      	ADDWF      R0, 0
0x05DE	0x0084      	MOVWF      FSR
0x05DF	0x085A      	MOVF       FARG__OS_InitDelay_Delay, 0
0x05E0	0x0080      	MOVWF      INDF
0x05E1	0x085B      	MOVF       FARG__OS_InitDelay_Delay+1, 0
0x05E2	0x0A84      	INCF       FSR, 1
0x05E3	0x0080      	MOVWF      INDF
;osa_pic16_mikroc.c,515 :: 		
0x05E4	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
;osa_pic16_mikroc.c,516 :: 		
0x05E5	0x1600      	BSF        INDF, 4
;osa_pic16_mikroc.c,517 :: 		
0x05E6	0x1580      	BSF        INDF, 3
;osa_pic16_mikroc.c,519 :: 		
L__OS_InitDelay14:
;osa_pic16_mikroc.c,520 :: 		
L_end__OS_InitDelay:
0x05E7	0x0008      	RETURN
; end of __OS_InitDelay
_serial_read:
;serial.c,19 :: 		unsigned char serial_read()
;serial.c,21 :: 		return UART1_Read();
0x05E8	0x225D      	CALL       _UART1_Read
;serial.c,22 :: 		}
L_end_serial_read:
0x05E9	0x0008      	RETURN
; end of _serial_read
_Write_Time:
;rtc.c,37 :: 		void Write_Time(char sec, char min, char hr, char week_day, char day, char mn, char year)
;rtc.c,39 :: 		I2C1_Start();          // issue start signal
0x05EA	0x213D      	CALL       _I2C1_Start
;rtc.c,40 :: 		I2C1_Wr(0xD0);         // address DS1307
0x05EB	0x30D0      	MOVLW      208
0x05EC	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x05ED	0x2163      	CALL       _I2C1_Wr
;rtc.c,41 :: 		I2C1_Wr(0);            // start from word at address (REG0)
0x05EE	0x01E1      	CLRF       FARG_I2C1_Wr_data_
0x05EF	0x2163      	CALL       _I2C1_Wr
;rtc.c,42 :: 		I2C1_Wr(Dec2Bcd(sec));       // REG 0
0x05F0	0x085A      	MOVF       FARG_Write_Time_sec, 0
0x05F1	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x05F2	0x21A0      	CALL       _Dec2Bcd
0x05F3	0x0870      	MOVF       R0, 0
0x05F4	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x05F5	0x2163      	CALL       _I2C1_Wr
;rtc.c,43 :: 		I2C1_Wr(Dec2Bcd(min));       // REG 1
0x05F6	0x085B      	MOVF       FARG_Write_Time_min, 0
0x05F7	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x05F8	0x21A0      	CALL       _Dec2Bcd
0x05F9	0x0870      	MOVF       R0, 0
0x05FA	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x05FB	0x2163      	CALL       _I2C1_Wr
;rtc.c,44 :: 		I2C1_Wr(Dec2Bcd(hr));        // REG 2
0x05FC	0x085C      	MOVF       FARG_Write_Time_hr, 0
0x05FD	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x05FE	0x21A0      	CALL       _Dec2Bcd
0x05FF	0x0870      	MOVF       R0, 0
0x0600	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x0601	0x2163      	CALL       _I2C1_Wr
;rtc.c,45 :: 		I2C1_Wr(Dec2Bcd(week_day));       // REG 3
0x0602	0x085D      	MOVF       FARG_Write_Time_week_day, 0
0x0603	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x0604	0x21A0      	CALL       _Dec2Bcd
0x0605	0x0870      	MOVF       R0, 0
0x0606	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x0607	0x2163      	CALL       _I2C1_Wr
;rtc.c,46 :: 		I2C1_Wr(Dec2Bcd(day));       // REG 4
0x0608	0x085E      	MOVF       FARG_Write_Time_day, 0
0x0609	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x060A	0x21A0      	CALL       _Dec2Bcd
0x060B	0x0870      	MOVF       R0, 0
0x060C	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x060D	0x2163      	CALL       _I2C1_Wr
;rtc.c,47 :: 		I2C1_Wr(Dec2Bcd(mn));       // REG 5
0x060E	0x085F      	MOVF       FARG_Write_Time_mn, 0
0x060F	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x0610	0x21A0      	CALL       _Dec2Bcd
0x0611	0x0870      	MOVF       R0, 0
0x0612	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x0613	0x2163      	CALL       _I2C1_Wr
;rtc.c,48 :: 		I2C1_Wr(Dec2Bcd(year));      // REG 6
0x0614	0x0860      	MOVF       FARG_Write_Time_year, 0
0x0615	0x00E1      	MOVWF      FARG_Dec2Bcd_decnum
0x0616	0x21A0      	CALL       _Dec2Bcd
0x0617	0x0870      	MOVF       R0, 0
0x0618	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x0619	0x2163      	CALL       _I2C1_Wr
;rtc.c,49 :: 		I2C1_Stop();           // issue stop signal
0x061A	0x21DF      	CALL       _I2C1_Stop
;rtc.c,51 :: 		I2C1_Start();          // issue start signal
0x061B	0x213D      	CALL       _I2C1_Start
;rtc.c,52 :: 		I2C1_Wr(0xD0);         // address DS1307
0x061C	0x30D0      	MOVLW      208
0x061D	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x061E	0x2163      	CALL       _I2C1_Wr
;rtc.c,53 :: 		I2C1_Wr(0);            // start from word at address 0
0x061F	0x01E1      	CLRF       FARG_I2C1_Wr_data_
0x0620	0x2163      	CALL       _I2C1_Wr
;rtc.c,54 :: 		I2C1_Wr(0);            // write 0 to REG0 (enable counting + 0 sec)
0x0621	0x01E1      	CLRF       FARG_I2C1_Wr_data_
0x0622	0x2163      	CALL       _I2C1_Wr
;rtc.c,55 :: 		I2C1_Stop();           // issue stop signal
0x0623	0x21DF      	CALL       _I2C1_Stop
;rtc.c,56 :: 		}
L_end_Write_Time:
0x0624	0x0008      	RETURN
; end of _Write_Time
_I2C1_Init:
;__Lib_I2C_c34.c,4 :: 		
;__Lib_I2C_c34.c,5 :: 		
0x0625	0x1683      	BSF        STATUS, 5
0x0626	0x1303      	BCF        STATUS, 6
0x0627	0x1314      	BCF        SSPSTAT, 6
;__Lib_I2C_c34.c,6 :: 		
0x0628	0x1394      	BCF        SSPSTAT, 7
;__Lib_I2C_c34.c,7 :: 		
0x0629	0x1607      	BSF        TRISC4_bit, BitPos(TRISC4_bit+0)
;__Lib_I2C_c34.c,8 :: 		
0x062A	0x1587      	BSF        TRISC3_bit, BitPos(TRISC3_bit+0)
;__Lib_I2C_c34.c,9 :: 		
0x062B	0x3038      	MOVLW      56
0x062C	0x1283      	BCF        STATUS, 5
0x062D	0x0094      	MOVWF      SSPCON
;__Lib_I2C_c34.c,11 :: 		
L_end_I2C1_Init:
0x062E	0x0008      	RETURN
; end of _I2C1_Init
__OS_Queue_Get:
;osa_queue.c,213 :: 		
;osa_queue.c,220 :: 		
0x062F	0x3003      	MOVLW      3
0x0630	0x1283      	BCF        STATUS, 5
0x0631	0x1303      	BCF        STATUS, 6
0x0632	0x00F3      	MOVWF      R3
0x0633	0x3074      	MOVLW      R4
0x0634	0x00F2      	MOVWF      R2
0x0635	0x1683      	BSF        STATUS, 5
0x0636	0x085A      	MOVF       FARG__OS_Queue_Get_pQueue, 0
0x0637	0x00F1      	MOVWF      R1
L__OS_Queue_Get26:
0x0638	0x0871      	MOVF       R1, 0
0x0639	0x0084      	MOVWF      FSR
0x063A	0x0800      	MOVF       INDF, 0
0x063B	0x00F0      	MOVWF      R0
0x063C	0x0872      	MOVF       R2, 0
0x063D	0x0084      	MOVWF      FSR
0x063E	0x0870      	MOVF       R0, 0
0x063F	0x0080      	MOVWF      INDF
0x0640	0x0AF2      	INCF       R2, 1
0x0641	0x0AF1      	INCF       R1, 1
0x0642	0x03F3      	DECF       R3, 1
0x0643	0x1D03      	BTFSS      STATUS, 2
0x0644	0x2E38      	GOTO       L__OS_Queue_Get26
;osa_queue.c,221 :: 		
0x0645	0x0876      	MOVF       R4+2, 0
0x0646	0x00F7      	MOVWF      R7
;osa_queue.c,222 :: 		
0x0647	0x0A76      	INCF       R4+2, 0
0x0648	0x00F0      	MOVWF      R0
0x0649	0x0870      	MOVF       R0, 0
0x064A	0x00F6      	MOVWF      R4+2
;osa_queue.c,224 :: 		
0x064B	0x0874      	MOVF       R4, 0
0x064C	0x0276      	SUBWF      R4+2, 0
0x064D	0x1C03      	BTFSS      STATUS, 0
0x064E	0x2E50      	GOTO       L__OS_Queue_Get27
0x064F	0x01F6      	CLRF       R4+2
L__OS_Queue_Get27:
;osa_queue.c,226 :: 		
0x0650	0x0375      	DECF       R4+1, 0
0x0651	0x00F0      	MOVWF      R0
0x0652	0x0870      	MOVF       R0, 0
0x0653	0x00F5      	MOVWF      R4+1
;osa_queue.c,227 :: 		
0x0654	0x3003      	MOVLW      3
0x0655	0x00F3      	MOVWF      R3
0x0656	0x085A      	MOVF       FARG__OS_Queue_Get_pQueue, 0
0x0657	0x00F2      	MOVWF      R2
0x0658	0x3074      	MOVLW      R4
0x0659	0x00F1      	MOVWF      R1
L__OS_Queue_Get28:
0x065A	0x0871      	MOVF       R1, 0
0x065B	0x0084      	MOVWF      FSR
0x065C	0x0800      	MOVF       INDF, 0
0x065D	0x00F0      	MOVWF      R0
0x065E	0x0872      	MOVF       R2, 0
0x065F	0x0084      	MOVWF      FSR
0x0660	0x0870      	MOVF       R0, 0
